year,vote,rep_respondent,ind_respondent,dem_respondent,state,id,comp_challenger,comp_incumbent,cook,pop,expenditures,dem_inc,inc_age,inc_tenure,vote_incumbent,same,diff,cook_inc_risk
1992,"1. democrat",0,0,1,"OH","OH_1992",.0290703,.368674,"LikelyDem",11.00761,14.93161,1,71,18,1,1,0,1
1992,"1. democrat",0,0,1,"OH","OH_1992",.0290703,.368674,"LikelyDem",11.00761,14.93161,1,71,18,1,1,0,1
1992,"2. republican",0,0,1,"OH","OH_1992",.0290703,.368674,"LikelyDem",11.00761,14.93161,1,71,18,0,1,0,1
1992,"1. democrat",0,1,0,"OH","OH_1992",.0290703,.368674,"LikelyDem",11.00761,14.93161,1,71,18,1,0,0,1
1992,"2. republican",0,0,1,"OH","OH_1992",.0290703,.368674,"LikelyDem",11.00761,14.93161,1,71,18,0,1,0,1
1992,"2. republican",1,0,0,"OH","OH_1992",.0290703,.368674,"LikelyDem",11.00761,14.93161,1,71,18,0,0,1,1
1992,"1. democrat",0,0,1,"OH","OH_1992",.0290703,.368674,"LikelyDem",11.00761,14.93161,1,71,18,1,1,0,1
1992,"1. democrat",0,0,1,"OH","OH_1992",.0290703,.368674,"LikelyDem",11.00761,14.93161,1,71,18,1,1,0,1
1992,"2. republican",1,0,0,"OH","OH_1992",.0290703,.368674,"LikelyDem",11.00761,14.93161,1,71,18,0,0,1,1
1992,"1. democrat",0,0,1,"OH","OH_1992",.0290703,.368674,"LikelyDem",11.00761,14.93161,1,71,18,1,1,0,1
1992,"1. democrat",0,0,1,"OH","OH_1992",.0290703,.368674,"LikelyDem",11.00761,14.93161,1,71,18,1,1,0,1
1992,"2. republican",1,0,0,"OH","OH_1992",.0290703,.368674,"LikelyDem",11.00761,14.93161,1,71,18,0,0,1,1
2000,"2. republican",0,0,1,"OH","OH_2000",-1.152447,-1.306395,"SolidRep",11.3644,13.07564,0,53,5,1,0,1,3
2000,"2. republican",1,0,0,"OH","OH_2000",-1.152447,-1.306395,"SolidRep",11.3644,13.07564,0,53,5,1,1,0,3
2000,"2. republican",0,0,1,"OH","OH_2000",-1.152447,-1.306395,"SolidRep",11.3644,13.07564,0,53,5,1,0,1,3
2000,"2. republican",1,0,0,"OH","OH_2000",-1.152447,-1.306395,"SolidRep",11.3644,13.07564,0,53,5,1,1,0,3
2000,"2. republican",0,1,0,"OH","OH_2000",-1.152447,-1.306395,"SolidRep",11.3644,13.07564,0,53,5,1,0,0,3
2000,"2. republican",1,0,0,"OH","OH_2000",-1.152447,-1.306395,"SolidRep",11.3644,13.07564,0,53,5,1,1,0,3
2000,"2. republican",1,0,0,"OH","OH_2000",-1.152447,-1.306395,"SolidRep",11.3644,13.07564,0,53,5,1,1,0,3
2000,"2. republican",1,0,0,"OH","OH_2000",-1.152447,-1.306395,"SolidRep",11.3644,13.07564,0,53,5,1,1,0,3
2000,"1. democrat",0,0,1,"OH","OH_2000",-1.152447,-1.306395,"SolidRep",11.3644,13.07564,0,53,5,0,0,1,3
2000,"2. republican",0,1,0,"OH","OH_2000",-1.152447,-1.306395,"SolidRep",11.3644,13.07564,0,53,5,1,0,0,3
2000,"2. republican",1,0,0,"OH","OH_2000",-1.152447,-1.306395,"SolidRep",11.3644,13.07564,0,53,5,1,1,0,3
2000,"1. democrat",0,1,0,"OH","OH_2000",-1.152447,-1.306395,"SolidRep",11.3644,13.07564,0,53,5,0,0,0,3
2000,"2. republican",1,0,0,"OH","OH_2000",-1.152447,-1.306395,"SolidRep",11.3644,13.07564,0,53,5,1,1,0,3
2000,"2. republican",1,0,0,"OH","OH_2000",-1.152447,-1.306395,"SolidRep",11.3644,13.07564,0,53,5,1,1,0,3
2000,"2. republican",1,0,0,"OH","OH_2000",-1.152447,-1.306395,"SolidRep",11.3644,13.07564,0,53,5,1,1,0,3
2000,"1. democrat",0,0,1,"OH","OH_2000",-1.152447,-1.306395,"SolidRep",11.3644,13.07564,0,53,5,0,0,1,3
2000,"2. republican",0,0,1,"OH","OH_2000",-1.152447,-1.306395,"SolidRep",11.3644,13.07564,0,53,5,1,0,1,3
2000,"2. republican",1,0,0,"OH","OH_2000",-1.152447,-1.306395,"SolidRep",11.3644,13.07564,0,53,5,1,1,0,3
2000,"2. republican",1,0,0,"OH","OH_2000",-1.152447,-1.306395,"SolidRep",11.3644,13.07564,0,53,5,1,1,0,3
2000,"2. republican",0,0,1,"OH","OH_2000",-1.152447,-1.306395,"SolidRep",11.3644,13.07564,0,53,5,1,0,1,3
2000,"1. democrat",0,0,1,"OH","OH_2000",-1.152447,-1.306395,"SolidRep",11.3644,13.07564,0,53,5,0,0,1,3
2000,"1. democrat",0,0,1,"OH","OH_2000",-1.152447,-1.306395,"SolidRep",11.3644,13.07564,0,53,5,0,0,1,3
2000,"2. republican",1,0,0,"OH","OH_2000",-1.152447,-1.306395,"SolidRep",11.3644,13.07564,0,53,5,1,1,0,3
2000,"2. republican",1,0,0,"OH","OH_2000",-1.152447,-1.306395,"SolidRep",11.3644,13.07564,0,53,5,1,1,0,3
2000,"1. democrat",0,0,1,"OH","OH_2000",-1.152447,-1.306395,"SolidRep",11.3644,13.07564,0,53,5,0,0,1,3
2000,"2. republican",1,0,0,"OH","OH_2000",-1.152447,-1.306395,"SolidRep",11.3644,13.07564,0,53,5,1,1,0,3
2000,"2. republican",0,0,1,"OH","OH_2000",-1.152447,-1.306395,"SolidRep",11.3644,13.07564,0,53,5,1,0,1,3
2000,"1. democrat",0,1,0,"OH","OH_2000",-1.152447,-1.306395,"SolidRep",11.3644,13.07564,0,53,5,0,0,0,3
2000,"1. democrat",0,0,1,"OH","OH_2000",-1.152447,-1.306395,"SolidRep",11.3644,13.07564,0,53,5,0,0,1,3
2000,"2. republican",1,0,0,"OH","OH_2000",-1.152447,-1.306395,"SolidRep",11.3644,13.07564,0,53,5,1,1,0,3
2000,"2. republican",1,0,0,"OH","OH_2000",-1.152447,-1.306395,"SolidRep",11.3644,13.07564,0,53,5,1,1,0,3
2000,"2. republican",1,0,0,"OH","OH_2000",-1.152447,-1.306395,"SolidRep",11.3644,13.07564,0,53,5,1,1,0,3
2000,"2. republican",1,0,0,"OH","OH_2000",-1.152447,-1.306395,"SolidRep",11.3644,13.07564,0,53,5,1,1,0,3
2000,"2. republican",0,0,1,"OH","OH_2000",-1.152447,-1.306395,"SolidRep",11.3644,13.07564,0,53,5,1,0,1,3
2000,"2. republican",0,1,0,"OH","OH_2000",-1.152447,-1.306395,"SolidRep",11.3644,13.07564,0,53,5,1,0,0,3
2000,"2. republican",0,0,1,"OH","OH_2000",-1.152447,-1.306395,"SolidRep",11.3644,13.07564,0,53,5,1,0,1,3
2000,"1. democrat",0,0,1,"OH","OH_2000",-1.152447,-1.306395,"SolidRep",11.3644,13.07564,0,53,5,0,0,1,3
2000,"2. republican",1,0,0,"OH","OH_2000",-1.152447,-1.306395,"SolidRep",11.3644,13.07564,0,53,5,1,1,0,3
2000,"2. republican",1,0,0,"OH","OH_2000",-1.152447,-1.306395,"SolidRep",11.3644,13.07564,0,53,5,1,1,0,3
2000,"2. republican",0,0,1,"OH","OH_2000",-1.152447,-1.306395,"SolidRep",11.3644,13.07564,0,53,5,1,0,1,3
2000,"2. republican",0,1,0,"OH","OH_2000",-1.152447,-1.306395,"SolidRep",11.3644,13.07564,0,53,5,1,0,0,3
2004,"2. republican",1,0,0,"OH","OH_2004",.9546267,-.2727795,"SolidRep",11.46135,13.96955,0,68,5,1,1,0,3
2004,"2. republican",1,0,0,"OH","OH_2004",.9546267,-.2727795,"SolidRep",11.46135,13.96955,0,68,5,1,1,0,3
2004,"2. republican",0,1,0,"OH","OH_2004",.9546267,-.2727795,"SolidRep",11.46135,13.96955,0,68,5,1,0,0,3
2004,"2. republican",1,0,0,"OH","OH_2004",.9546267,-.2727795,"SolidRep",11.46135,13.96955,0,68,5,1,1,0,3
2004,"1. democrat",0,0,1,"OH","OH_2004",.9546267,-.2727795,"SolidRep",11.46135,13.96955,0,68,5,0,0,1,3
2004,"1. democrat",0,0,1,"OH","OH_2004",.9546267,-.2727795,"SolidRep",11.46135,13.96955,0,68,5,0,0,1,3
2004,"1. democrat",0,0,1,"OH","OH_2004",.9546267,-.2727795,"SolidRep",11.46135,13.96955,0,68,5,0,0,1,3
2004,"2. republican",1,0,0,"OH","OH_2004",.9546267,-.2727795,"SolidRep",11.46135,13.96955,0,68,5,1,1,0,3
2004,"1. democrat",0,0,1,"OH","OH_2004",.9546267,-.2727795,"SolidRep",11.46135,13.96955,0,68,5,0,0,1,3
2004,"2. republican",1,0,0,"OH","OH_2004",.9546267,-.2727795,"SolidRep",11.46135,13.96955,0,68,5,1,1,0,3
2004,"1. democrat",0,0,1,"OH","OH_2004",.9546267,-.2727795,"SolidRep",11.46135,13.96955,0,68,5,0,0,1,3
2004,"2. republican",0,1,0,"OH","OH_2004",.9546267,-.2727795,"SolidRep",11.46135,13.96955,0,68,5,1,0,0,3
2004,"2. republican",1,0,0,"OH","OH_2004",.9546267,-.2727795,"SolidRep",11.46135,13.96955,0,68,5,1,1,0,3
2004,"2. republican",1,0,0,"OH","OH_2004",.9546267,-.2727795,"SolidRep",11.46135,13.96955,0,68,5,1,1,0,3
2004,"1. democrat",0,0,1,"OH","OH_2004",.9546267,-.2727795,"SolidRep",11.46135,13.96955,0,68,5,0,0,1,3
2004,"2. republican",1,0,0,"OH","OH_2004",.9546267,-.2727795,"SolidRep",11.46135,13.96955,0,68,5,1,1,0,3
2004,"1. democrat",0,1,0,"OH","OH_2004",.9546267,-.2727795,"SolidRep",11.46135,13.96955,0,68,5,0,0,0,3
2004,"2. republican",0,1,0,"OH","OH_2004",.9546267,-.2727795,"SolidRep",11.46135,13.96955,0,68,5,1,0,0,3
2004,"2. republican",1,0,0,"OH","OH_2004",.9546267,-.2727795,"SolidRep",11.46135,13.96955,0,68,5,1,1,0,3
2004,"2. republican",0,1,0,"OH","OH_2004",.9546267,-.2727795,"SolidRep",11.46135,13.96955,0,68,5,1,0,0,3
2004,"2. republican",0,0,1,"OH","OH_2004",.9546267,-.2727795,"SolidRep",11.46135,13.96955,0,68,5,1,0,1,3
2004,"1. democrat",0,0,1,"OH","OH_2004",.9546267,-.2727795,"SolidRep",11.46135,13.96955,0,68,5,0,0,1,3
1996,"2. republican",0,1,0,"OK","OK_1996",-1.488263,-.1518435,"SolidRep",3.289634,12.11927,0,62,2,1,0,0,3
1996,"2. republican",0,0,1,"OK","OK_1996",-1.488263,-.1518435,"SolidRep",3.289634,12.11927,0,62,2,1,0,1,3
1996,"2. republican",1,0,0,"OK","OK_1996",-1.488263,-.1518435,"SolidRep",3.289634,12.11927,0,62,2,1,1,0,3
1996,"2. republican",0,1,0,"OK","OK_1996",-1.488263,-.1518435,"SolidRep",3.289634,12.11927,0,62,2,1,0,0,3
2002,"1. democrat",0,0,1,"OK","OK_2002",-.0408199,-.1518435,"SolidRep",3.488447,14.54409,0,68,8,0,0,1,3
2002,"1. democrat",0,0,1,"OK","OK_2002",-.0408199,-.1518435,"SolidRep",3.488447,14.54409,0,68,8,0,0,1,3
2002,"2. republican",1,0,0,"OK","OK_2002",-.0408199,-.1518435,"SolidRep",3.488447,14.54409,0,68,8,1,1,0,3
2002,"1. democrat",0,0,1,"OK","OK_2002",-.0408199,-.1518435,"SolidRep",3.488447,14.54409,0,68,8,0,0,1,3
2002,"2. republican",1,0,0,"OK","OK_2002",-.0408199,-.1518435,"SolidRep",3.488447,14.54409,0,68,8,1,1,0,3
2002,"1. democrat",0,0,1,"OK","OK_2002",-.0408199,-.1518435,"SolidRep",3.488447,14.54409,0,68,8,0,0,1,3
2002,"2. republican",1,0,0,"OK","OK_2002",-.0408199,-.1518435,"SolidRep",3.488447,14.54409,0,68,8,1,1,0,3
1992,"2. republican",1,0,0,"OR","OR_1992",-.9449408,.7764865,"TossupRep",2.973934,14.78511,0,60,23,1,1,0,0
1992,"1. democrat",0,1,0,"OR","OR_1992",-.9449408,.7764865,"TossupRep",2.973934,14.78511,0,60,23,0,0,0,0
1992,"2. republican",1,0,0,"OR","OR_1992",-.9449408,.7764865,"TossupRep",2.973934,14.78511,0,60,23,1,1,0,0
1992,"1. democrat",0,1,0,"OR","OR_1992",-.9449408,.7764865,"TossupRep",2.973934,14.78511,0,60,23,0,0,0,0
1992,"2. republican",1,0,0,"OR","OR_1992",-.9449408,.7764865,"TossupRep",2.973934,14.78511,0,60,23,1,1,0,0
1992,"1. democrat",1,0,0,"OR","OR_1992",-.9449408,.7764865,"TossupRep",2.973934,14.78511,0,60,23,0,1,0,0
1992,"2. republican",1,0,0,"OR","OR_1992",-.9449408,.7764865,"TossupRep",2.973934,14.78511,0,60,23,1,1,0,0
1992,"2. republican",1,0,0,"OR","OR_1992",-.9449408,.7764865,"TossupRep",2.973934,14.78511,0,60,23,1,1,0,0
1992,"2. republican",0,1,0,"OR","OR_1992",-.9449408,.7764865,"TossupRep",2.973934,14.78511,0,60,23,1,0,0,0
1992,"1. democrat",0,0,1,"OR","OR_1992",-.9449408,.7764865,"TossupRep",2.973934,14.78511,0,60,23,0,0,1,0
1992,"1. democrat",0,0,1,"OR","OR_1992",-.9449408,.7764865,"TossupRep",2.973934,14.78511,0,60,23,0,0,1,0
1992,"1. democrat",0,0,1,"OR","OR_1992",-.9449408,.7764865,"TossupRep",2.973934,14.78511,0,60,23,0,0,1,0
1992,"2. republican",0,1,0,"OR","OR_1992",-.9449408,.7764865,"TossupRep",2.973934,14.78511,0,60,23,1,0,0,0
1992,"2. republican",0,1,0,"OR","OR_1992",-.9449408,.7764865,"TossupRep",2.973934,14.78511,0,60,23,1,0,0,0
1992,"1. democrat",0,1,0,"OR","OR_1992",-.9449408,.7764865,"TossupRep",2.973934,14.78511,0,60,23,0,0,0,0
1992,"1. democrat",0,0,1,"OR","OR_1992",-.9449408,.7764865,"TossupRep",2.973934,14.78511,0,60,23,0,0,1,0
1992,"2. republican",1,0,0,"OR","OR_1992",-.9449408,.7764865,"TossupRep",2.973934,14.78511,0,60,23,1,1,0,0
1992,"2. republican",1,0,0,"OR","OR_1992",-.9449408,.7764865,"TossupRep",2.973934,14.78511,0,60,23,1,1,0,0
1992,"2. republican",1,0,0,"OR","OR_1992",-.9449408,.7764865,"TossupRep",2.973934,14.78511,0,60,23,1,1,0,0
1992,"1. democrat",0,0,1,"OR","OR_1992",-.9449408,.7764865,"TossupRep",2.973934,14.78511,0,60,23,0,0,1,0
1992,"1. democrat",1,0,0,"OR","OR_1992",-.9449408,.7764865,"TossupRep",2.973934,14.78511,0,60,23,0,1,0,0
1992,"2. republican",0,1,0,"OR","OR_1992",-.9449408,.7764865,"TossupRep",2.973934,14.78511,0,60,23,1,0,0,0
1992,"1. democrat",0,1,0,"OR","OR_1992",-.9449408,.7764865,"TossupRep",2.973934,14.78511,0,60,23,0,0,0,0
1992,"2. republican",1,0,0,"OR","OR_1992",-.9449408,.7764865,"TossupRep",2.973934,14.78511,0,60,23,1,1,0,0
1992,"1. democrat",0,0,1,"OR","OR_1992",-.9449408,.7764865,"TossupRep",2.973934,14.78511,0,60,23,0,0,1,0
1992,"1. democrat",0,1,0,"OR","OR_1992",-.9449408,.7764865,"TossupRep",2.973934,14.78511,0,60,23,0,0,0,0
1998,"2. republican",1,0,0,"OR","OR_1998",-1.09171,.2030568,"LikelyDem",3.282055,12.93166,1,49,2,0,0,1,1
1998,"1. democrat",0,1,0,"OR","OR_1998",-1.09171,.2030568,"LikelyDem",3.282055,12.93166,1,49,2,1,0,0,1
1998,"1. democrat",0,0,1,"OR","OR_1998",-1.09171,.2030568,"LikelyDem",3.282055,12.93166,1,49,2,1,1,0,1
1998,"1. democrat",0,0,1,"OR","OR_1998",-1.09171,.2030568,"LikelyDem",3.282055,12.93166,1,49,2,1,1,0,1
1998,"1. democrat",1,0,0,"OR","OR_1998",-1.09171,.2030568,"LikelyDem",3.282055,12.93166,1,49,2,1,0,1,1
1998,"2. republican",1,0,0,"OR","OR_1998",-1.09171,.2030568,"LikelyDem",3.282055,12.93166,1,49,2,0,0,1,1
1998,"1. democrat",0,0,1,"OR","OR_1998",-1.09171,.2030568,"LikelyDem",3.282055,12.93166,1,49,2,1,1,0,1
1998,"1. democrat",0,0,1,"OR","OR_1998",-1.09171,.2030568,"LikelyDem",3.282055,12.93166,1,49,2,1,1,0,1
1998,"2. republican",1,0,0,"OR","OR_1998",-1.09171,.2030568,"LikelyDem",3.282055,12.93166,1,49,2,0,0,1,1
1998,"1. democrat",0,1,0,"OR","OR_1998",-1.09171,.2030568,"LikelyDem",3.282055,12.93166,1,49,2,1,0,0,1
1998,"1. democrat",0,0,1,"OR","OR_1998",-1.09171,.2030568,"LikelyDem",3.282055,12.93166,1,49,2,1,1,0,1
1998,"1. democrat",0,0,1,"OR","OR_1998",-1.09171,.2030568,"LikelyDem",3.282055,12.93166,1,49,2,1,1,0,1
1998,"1. democrat",0,1,0,"OR","OR_1998",-1.09171,.2030568,"LikelyDem",3.282055,12.93166,1,49,2,1,0,0,1
1998,"1. democrat",0,0,1,"OR","OR_1998",-1.09171,.2030568,"LikelyDem",3.282055,12.93166,1,49,2,1,1,0,1
1998,"1. democrat",0,1,0,"OR","OR_1998",-1.09171,.2030568,"LikelyDem",3.282055,12.93166,1,49,2,1,0,0,1
1998,"1. democrat",0,1,0,"OR","OR_1998",-1.09171,.2030568,"LikelyDem",3.282055,12.93166,1,49,2,1,0,0,1
1998,"2. republican",1,0,0,"OR","OR_1998",-1.09171,.2030568,"LikelyDem",3.282055,12.93166,1,49,2,0,0,1,1
2002,"2. republican",0,1,0,"OR","OR_2002",1.055498,1.971965,"LikelyRep",3.523529,14.55944,0,50,5,1,0,0,1
2002,"1. democrat",0,0,1,"OR","OR_2002",1.055498,1.971965,"LikelyRep",3.523529,14.55944,0,50,5,0,0,1,1
2002,"2. republican",1,0,0,"OR","OR_2002",1.055498,1.971965,"LikelyRep",3.523529,14.55944,0,50,5,1,1,0,1
2002,"1. democrat",0,0,1,"OR","OR_2002",1.055498,1.971965,"LikelyRep",3.523529,14.55944,0,50,5,0,0,1,1
2002,"2. republican",0,1,0,"OR","OR_2002",1.055498,1.971965,"LikelyRep",3.523529,14.55944,0,50,5,1,0,0,1
2002,"1. democrat",1,0,0,"OR","OR_2002",1.055498,1.971965,"LikelyRep",3.523529,14.55944,0,50,5,0,1,0,1
2002,"1. democrat",0,1,0,"OR","OR_2002",1.055498,1.971965,"LikelyRep",3.523529,14.55944,0,50,5,0,0,0,1
2002,"1. democrat",0,1,0,"OR","OR_2002",1.055498,1.971965,"LikelyRep",3.523529,14.55944,0,50,5,0,0,0,1
2002,"1. democrat",0,0,1,"OR","OR_2002",1.055498,1.971965,"LikelyRep",3.523529,14.55944,0,50,5,0,0,1,1
2002,"2. republican",1,0,0,"OR","OR_2002",1.055498,1.971965,"LikelyRep",3.523529,14.55944,0,50,5,1,1,0,1
2002,"1. democrat",0,0,1,"OR","OR_2002",1.055498,1.971965,"LikelyRep",3.523529,14.55944,0,50,5,0,0,1,1
2002,"1. democrat",0,0,1,"OR","OR_2002",1.055498,1.971965,"LikelyRep",3.523529,14.55944,0,50,5,0,0,1,1
2002,"1. democrat",0,0,1,"OR","OR_2002",1.055498,1.971965,"LikelyRep",3.523529,14.55944,0,50,5,0,0,1,1
2002,"1. democrat",0,1,0,"OR","OR_2002",1.055498,1.971965,"LikelyRep",3.523529,14.55944,0,50,5,0,0,0,1
2002,"2. republican",1,0,0,"OR","OR_2002",1.055498,1.971965,"LikelyRep",3.523529,14.55944,0,50,5,1,1,0,1
2002,"2. republican",1,0,0,"OR","OR_2002",1.055498,1.971965,"LikelyRep",3.523529,14.55944,0,50,5,1,1,0,1
2002,"2. republican",0,0,1,"OR","OR_2002",1.055498,1.971965,"LikelyRep",3.523529,14.55944,0,50,5,1,0,1,1
2004,"1. democrat",0,0,1,"OR","OR_2004",-.3886076,.2030568,"SolidDem",3.589168,10.40214,1,55,8,1,1,0,3
2004,"2. republican",1,0,0,"OR","OR_2004",-.3886076,.2030568,"SolidDem",3.589168,10.40214,1,55,8,0,0,1,3
2004,"1. democrat",0,1,0,"OR","OR_2004",-.3886076,.2030568,"SolidDem",3.589168,10.40214,1,55,8,1,0,0,3
2004,"1. democrat",0,0,1,"OR","OR_2004",-.3886076,.2030568,"SolidDem",3.589168,10.40214,1,55,8,1,1,0,3
2004,"2. republican",0,1,0,"OR","OR_2004",-.3886076,.2030568,"SolidDem",3.589168,10.40214,1,55,8,0,0,0,3
2004,"1. democrat",1,0,0,"OR","OR_2004",-.3886076,.2030568,"SolidDem",3.589168,10.40214,1,55,8,1,0,1,3
2004,"1. democrat",0,1,0,"OR","OR_2004",-.3886076,.2030568,"SolidDem",3.589168,10.40214,1,55,8,1,0,0,3
2004,"2. republican",1,0,0,"OR","OR_2004",-.3886076,.2030568,"SolidDem",3.589168,10.40214,1,55,8,0,0,1,3
2004,"1. democrat",0,1,0,"OR","OR_2004",-.3886076,.2030568,"SolidDem",3.589168,10.40214,1,55,8,1,0,0,3
2004,"1. democrat",0,0,1,"OR","OR_2004",-.3886076,.2030568,"SolidDem",3.589168,10.40214,1,55,8,1,1,0,3
2004,"1. democrat",0,0,1,"OR","OR_2004",-.3886076,.2030568,"SolidDem",3.589168,10.40214,1,55,8,1,1,0,3
2004,"1. democrat",0,0,1,"OR","OR_2004",-.3886076,.2030568,"SolidDem",3.589168,10.40214,1,55,8,1,1,0,3
2004,"1. democrat",0,0,1,"OR","OR_2004",-.3886076,.2030568,"SolidDem",3.589168,10.40214,1,55,8,1,1,0,3
2004,"1. democrat",0,0,1,"OR","OR_2004",-.3886076,.2030568,"SolidDem",3.589168,10.40214,1,55,8,1,1,0,3
2004,"1. democrat",0,0,1,"OR","OR_2004",-.3886076,.2030568,"SolidDem",3.589168,10.40214,1,55,8,1,1,0,3
2004,"2. republican",0,1,0,"OR","OR_2004",-.3886076,.2030568,"SolidDem",3.589168,10.40214,1,55,8,0,0,0,3
1992,"2. republican",1,0,0,"PA","PA_1992",-.7046561,.9230558,"LikelyRep",11.98082,15.483,0,62,11,1,1,0,1
1992,"2. republican",1,0,0,"PA","PA_1992",-.7046561,.9230558,"LikelyRep",11.98082,15.483,0,62,11,1,1,0,1
1992,"2. republican",1,0,0,"PA","PA_1992",-.7046561,.9230558,"LikelyRep",11.98082,15.483,0,62,11,1,1,0,1
1992,"1. democrat",0,1,0,"PA","PA_1992",-.7046561,.9230558,"LikelyRep",11.98082,15.483,0,62,11,0,0,0,1
1992,"1. democrat",0,0,1,"PA","PA_1992",-.7046561,.9230558,"LikelyRep",11.98082,15.483,0,62,11,0,0,1,1
1992,"1. democrat",0,0,1,"PA","PA_1992",-.7046561,.9230558,"LikelyRep",11.98082,15.483,0,62,11,0,0,1,1
1992,"2. republican",0,1,0,"PA","PA_1992",-.7046561,.9230558,"LikelyRep",11.98082,15.483,0,62,11,1,0,0,1
1992,"1. democrat",0,1,0,"PA","PA_1992",-.7046561,.9230558,"LikelyRep",11.98082,15.483,0,62,11,0,0,0,1
1992,"2. republican",0,0,1,"PA","PA_1992",-.7046561,.9230558,"LikelyRep",11.98082,15.483,0,62,11,1,0,1,1
1992,"2. republican",1,0,0,"PA","PA_1992",-.7046561,.9230558,"LikelyRep",11.98082,15.483,0,62,11,1,1,0,1
1992,"1. democrat",0,1,0,"PA","PA_1992",-.7046561,.9230558,"LikelyRep",11.98082,15.483,0,62,11,0,0,0,1
1992,"2. republican",0,0,1,"PA","PA_1992",-.7046561,.9230558,"LikelyRep",11.98082,15.483,0,62,11,1,0,1,1
1992,"1. democrat",1,0,0,"PA","PA_1992",-.7046561,.9230558,"LikelyRep",11.98082,15.483,0,62,11,0,1,0,1
1992,"1. democrat",0,1,0,"PA","PA_1992",-.7046561,.9230558,"LikelyRep",11.98082,15.483,0,62,11,0,0,0,1
1992,"1. democrat",0,1,0,"PA","PA_1992",-.7046561,.9230558,"LikelyRep",11.98082,15.483,0,62,11,0,0,0,1
1992,"2. republican",0,0,1,"PA","PA_1992",-.7046561,.9230558,"LikelyRep",11.98082,15.483,0,62,11,1,0,1,1
1992,"1. democrat",0,0,1,"PA","PA_1992",-.7046561,.9230558,"LikelyRep",11.98082,15.483,0,62,11,0,0,1,1
1992,"2. republican",0,0,1,"PA","PA_1992",-.7046561,.9230558,"LikelyRep",11.98082,15.483,0,62,11,1,0,1,1
1992,"2. republican",0,1,0,"PA","PA_1992",-.7046561,.9230558,"LikelyRep",11.98082,15.483,0,62,11,1,0,0,1
1992,"2. republican",1,0,0,"PA","PA_1992",-.7046561,.9230558,"LikelyRep",11.98082,15.483,0,62,11,1,1,0,1
1992,"1. democrat",0,0,1,"PA","PA_1992",-.7046561,.9230558,"LikelyRep",11.98082,15.483,0,62,11,0,0,1,1
1992,"1. democrat",0,1,0,"PA","PA_1992",-.7046561,.9230558,"LikelyRep",11.98082,15.483,0,62,11,0,0,0,1
1992,"2. republican",0,1,0,"PA","PA_1992",-.7046561,.9230558,"LikelyRep",11.98082,15.483,0,62,11,1,0,0,1
1992,"1. democrat",0,0,1,"PA","PA_1992",-.7046561,.9230558,"LikelyRep",11.98082,15.483,0,62,11,0,0,1,1
1992,"1. democrat",0,0,1,"PA","PA_1992",-.7046561,.9230558,"LikelyRep",11.98082,15.483,0,62,11,0,0,1,1
1992,"2. republican",1,0,0,"PA","PA_1992",-.7046561,.9230558,"LikelyRep",11.98082,15.483,0,62,11,1,1,0,1
1992,"2. republican",0,0,1,"PA","PA_1992",-.7046561,.9230558,"LikelyRep",11.98082,15.483,0,62,11,1,0,1,1
1992,"1. democrat",0,1,0,"PA","PA_1992",-.7046561,.9230558,"LikelyRep",11.98082,15.483,0,62,11,0,0,0,1
1992,"1. democrat",0,0,1,"PA","PA_1992",-.7046561,.9230558,"LikelyRep",11.98082,15.483,0,62,11,0,0,1,1
1992,"1. democrat",0,0,1,"PA","PA_1992",-.7046561,.9230558,"LikelyRep",11.98082,15.483,0,62,11,0,0,1,1
1992,"1. democrat",0,1,0,"PA","PA_1992",-.7046561,.9230558,"LikelyRep",11.98082,15.483,0,62,11,0,0,0,1
1992,"2. republican",0,1,0,"PA","PA_1992",-.7046561,.9230558,"LikelyRep",11.98082,15.483,0,62,11,1,0,0,1
1992,"1. democrat",0,0,1,"PA","PA_1992",-.7046561,.9230558,"LikelyRep",11.98082,15.483,0,62,11,0,0,1,1
1992,"1. democrat",0,0,1,"PA","PA_1992",-.7046561,.9230558,"LikelyRep",11.98082,15.483,0,62,11,0,0,1,1
1992,"2. republican",1,0,0,"PA","PA_1992",-.7046561,.9230558,"LikelyRep",11.98082,15.483,0,62,11,1,1,0,1
1992,"1. democrat",0,0,1,"PA","PA_1992",-.7046561,.9230558,"LikelyRep",11.98082,15.483,0,62,11,0,0,1,1
1992,"2. republican",0,1,0,"PA","PA_1992",-.7046561,.9230558,"LikelyRep",11.98082,15.483,0,62,11,1,0,0,1
1992,"1. democrat",0,1,0,"PA","PA_1992",-.7046561,.9230558,"LikelyRep",11.98082,15.483,0,62,11,0,0,0,1
1992,"1. democrat",0,1,0,"PA","PA_1992",-.7046561,.9230558,"LikelyRep",11.98082,15.483,0,62,11,0,0,0,1
1992,"1. democrat",0,1,0,"PA","PA_1992",-.7046561,.9230558,"LikelyRep",11.98082,15.483,0,62,11,0,0,0,1
1992,"1. democrat",0,0,1,"PA","PA_1992",-.7046561,.9230558,"LikelyRep",11.98082,15.483,0,62,11,0,0,1,1
1992,"2. republican",1,0,0,"PA","PA_1992",-.7046561,.9230558,"LikelyRep",11.98082,15.483,0,62,11,1,1,0,1
1992,"2. republican",1,0,0,"PA","PA_1992",-.7046561,.9230558,"LikelyRep",11.98082,15.483,0,62,11,1,1,0,1
